,id,num_nodes,edge_list,lifetime,arrival_time,nodes_data,edges_data
824,824,10,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9)]",260.1327908051201,2748,"{'cpu': [20, 26, 13, 27, 27, 10, 8, 23, 14, 29], 'ram': [16, 2, 20, 14, 4, 13, 7, 22, 28, 21], 'rom': [24, 16, 17, 19, 2, 5, 14, 12, 3, 18]}","{'bw': [26, 29, 14, 19, 12, 6, 22, 23, 5]}"
825,825,4,"[(0, 1), (1, 2), (2, 3)]",293.44145093177224,2745,"{'cpu': [16, 14, 27, 4], 'ram': [27, 6, 6, 9], 'rom': [29, 24, 7, 19]}","{'bw': [12, 11, 13]}"
826,826,5,"[(0, 1), (1, 2), (2, 3), (3, 4)]",522.0069694601016,2760,"{'cpu': [3, 27, 27, 27, 21], 'ram': [29, 17, 26, 21, 28], 'rom': [27, 27, 13, 14, 15]}","{'bw': [25, 4, 18, 5]}"
827,827,4,"[(0, 1), (1, 2), (2, 3)]",905.094277244365,2773,"{'cpu': [2, 7, 25, 28], 'ram': [20, 7, 28, 15], 'rom': [7, 3, 5, 18]}","{'bw': [6, 2, 16]}"
828,828,11,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10)]",1057.1997559093702,2734,"{'cpu': [6, 20, 9, 27, 16, 18, 10, 11, 26, 25, 4], 'ram': [4, 12, 4, 20, 8, 5, 14, 20, 19, 16, 8], 'rom': [15, 8, 16, 19, 17, 18, 10, 3, 11, 6, 18]}","{'bw': [20, 15, 27, 25, 6, 21, 3, 11, 20, 29]}"
829,829,8,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7)]",402.2132386450338,2748,"{'cpu': [12, 24, 4, 22, 24, 17, 14, 24], 'ram': [27, 28, 9, 25, 14, 8, 3, 9], 'rom': [28, 26, 17, 7, 24, 29, 3, 13]}","{'bw': [5, 21, 24, 21, 24, 6, 17]}"
830,830,9,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8)]",676.3642062617893,2756,"{'cpu': [16, 26, 4, 18, 13, 12, 26, 11, 27], 'ram': [10, 25, 10, 11, 21, 15, 24, 15, 16], 'rom': [11, 17, 4, 11, 18, 27, 11, 5, 2]}","{'bw': [6, 4, 28, 7, 25, 28, 14, 19]}"
831,831,6,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5)]",742.6170874754032,2737,"{'cpu': [27, 10, 2, 9, 18, 16], 'ram': [24, 13, 10, 23, 5, 20], 'rom': [15, 12, 9, 16, 2, 19]}","{'bw': [16, 27, 26, 3, 9]}"
832,832,7,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6)]",51.75950567744846,2749,"{'cpu': [5, 20, 2, 15, 10, 20, 5], 'ram': [19, 2, 6, 6, 12, 29, 23], 'rom': [24, 20, 14, 18, 4, 10, 23]}","{'bw': [17, 20, 19, 18, 6, 8]}"
833,833,8,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7)]",94.92683011328783,2758,"{'cpu': [25, 12, 28, 16, 7, 8, 9, 13], 'ram': [7, 3, 7, 23, 15, 7, 15, 13], 'rom': [8, 12, 15, 27, 11, 10, 12, 8]}","{'bw': [15, 22, 18, 6, 16, 8, 17]}"
834,834,13,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11), (11, 12)]",112.22175711712528,2739,"{'cpu': [28, 21, 8, 26, 11, 27, 10, 11, 12, 12, 16, 14, 23], 'ram': [10, 3, 21, 8, 9, 2, 3, 12, 25, 14, 4, 23, 11], 'rom': [24, 24, 23, 11, 2, 28, 14, 6, 7, 13, 5, 18, 16]}","{'bw': [19, 20, 27, 20, 15, 22, 9, 15, 2, 12, 20, 16]}"
835,835,7,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6)]",195.23388612818852,2758,"{'cpu': [13, 22, 16, 15, 19, 24, 8], 'ram': [8, 13, 21, 17, 17, 15, 28], 'rom': [2, 27, 4, 8, 5, 12, 13]}","{'bw': [27, 8, 11, 16, 20, 25]}"
836,836,5,"[(0, 1), (1, 2), (2, 3), (3, 4)]",126.4573660541078,2755,"{'cpu': [23, 17, 19, 2, 24], 'ram': [25, 29, 3, 17, 25], 'rom': [16, 28, 29, 13, 2]}","{'bw': [16, 25, 15, 15]}"
837,837,9,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8)]",353.8582542390031,2735,"{'cpu': [5, 17, 25, 7, 13, 9, 15, 24, 18], 'ram': [21, 10, 16, 16, 26, 4, 21, 11, 28], 'rom': [21, 12, 12, 11, 28, 14, 29, 14, 18]}","{'bw': [8, 24, 20, 13, 25, 14, 27, 4]}"
838,838,13,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11), (11, 12)]",77.1575324899475,2747,"{'cpu': [29, 8, 12, 18, 24, 8, 26, 2, 21, 22, 27, 10, 23], 'ram': [17, 15, 28, 14, 3, 17, 26, 17, 21, 14, 19, 10, 12], 'rom': [21, 24, 24, 23, 16, 12, 26, 16, 22, 29, 20, 18, 10]}","{'bw': [26, 7, 27, 19, 7, 26, 28, 21, 26, 3, 13, 12]}"
839,839,2,"[(0, 1)]",730.8267756106169,2743,"{'cpu': [12, 25], 'ram': [26, 9], 'rom': [28, 15]}",{'bw': [15]}
840,840,14,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11), (11, 12), (12, 13)]",811.1045844020571,2841,"{'cpu': [5, 29, 7, 11, 25, 23, 26, 10, 2, 7, 4, 4, 6, 18], 'ram': [12, 19, 24, 9, 16, 5, 21, 28, 17, 23, 18, 20, 10, 2], 'rom': [13, 18, 26, 27, 20, 25, 21, 19, 11, 6, 14, 15, 16, 26]}","{'bw': [14, 9, 13, 28, 17, 4, 2, 14, 5, 17, 5, 2, 28]}"
841,841,13,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11), (11, 12)]",219.41690380057318,2859,"{'cpu': [24, 11, 28, 8, 15, 23, 7, 12, 22, 12, 4, 18, 15], 'ram': [23, 19, 24, 12, 17, 6, 6, 25, 2, 19, 12, 20, 2], 'rom': [22, 11, 8, 13, 17, 18, 9, 17, 20, 24, 27, 5, 28]}","{'bw': [23, 12, 5, 12, 16, 11, 6, 6, 29, 16, 21, 17]}"
842,842,5,"[(0, 1), (1, 2), (2, 3), (3, 4)]",105.32343285806404,2849,"{'cpu': [2, 19, 26, 3, 27], 'ram': [16, 28, 19, 25, 15], 'rom': [23, 21, 27, 16, 13]}","{'bw': [4, 8, 5, 6]}"
843,843,9,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8)]",373.8373766289233,2850,"{'cpu': [15, 18, 22, 3, 17, 16, 14, 23, 14], 'ram': [20, 18, 15, 6, 18, 14, 21, 16, 7], 'rom': [10, 11, 19, 20, 26, 14, 17, 21, 26]}","{'bw': [15, 25, 2, 27, 29, 12, 4, 24]}"
844,844,5,"[(0, 1), (1, 2), (2, 3), (3, 4)]",471.5867683312265,2852,"{'cpu': [2, 4, 11, 16, 25], 'ram': [13, 11, 16, 22, 20], 'rom': [23, 2, 27, 2, 19]}","{'bw': [20, 14, 15, 13]}"
845,845,10,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9)]",912.8551819852441,2838,"{'cpu': [7, 4, 16, 6, 20, 15, 15, 22, 2, 22], 'ram': [25, 24, 16, 19, 27, 13, 7, 29, 15, 11], 'rom': [3, 11, 16, 28, 23, 20, 3, 26, 26, 23]}","{'bw': [19, 25, 7, 17, 3, 4, 28, 11, 21]}"
846,846,6,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5)]",990.8917995671071,2864,"{'cpu': [11, 18, 29, 15, 13, 26], 'ram': [25, 19, 26, 29, 3, 2], 'rom': [17, 7, 17, 12, 28, 14]}","{'bw': [10, 25, 29, 11, 4]}"
847,847,10,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9)]",1948.5526965828433,2847,"{'cpu': [2, 8, 21, 14, 14, 21, 24, 9, 6, 5], 'ram': [20, 27, 8, 23, 19, 13, 21, 24, 21, 17], 'rom': [3, 2, 28, 27, 14, 5, 7, 16, 5, 14]}","{'bw': [16, 8, 23, 27, 28, 17, 13, 25, 25]}"
848,848,6,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5)]",139.9292403954165,2850,"{'cpu': [20, 17, 21, 17, 3, 10], 'ram': [14, 23, 26, 5, 5, 8], 'rom': [25, 22, 13, 3, 27, 3]}","{'bw': [29, 29, 11, 14, 28]}"
849,849,14,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11), (11, 12), (12, 13)]",355.95248889618057,2850,"{'cpu': [7, 2, 15, 20, 16, 29, 17, 8, 19, 13, 21, 14, 29, 26], 'ram': [21, 20, 25, 14, 15, 12, 20, 12, 3, 26, 21, 28, 24, 2], 'rom': [25, 14, 10, 14, 13, 10, 22, 29, 7, 2, 21, 11, 24, 23]}","{'bw': [27, 13, 15, 19, 29, 12, 28, 19, 5, 2, 12, 6, 20]}"
850,850,5,"[(0, 1), (1, 2), (2, 3), (3, 4)]",322.6821535070496,2853,"{'cpu': [17, 3, 22, 20, 5], 'ram': [26, 18, 4, 9, 12], 'rom': [10, 2, 21, 14, 18]}","{'bw': [6, 21, 9, 6]}"
851,851,11,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10)]",406.28815543219355,2855,"{'cpu': [23, 10, 7, 8, 6, 21, 9, 14, 12, 9, 19], 'ram': [13, 25, 7, 18, 12, 9, 7, 2, 22, 22, 13], 'rom': [25, 7, 13, 12, 16, 16, 15, 3, 23, 19, 22]}","{'bw': [28, 19, 2, 23, 4, 22, 24, 11, 12, 15]}"
852,852,5,"[(0, 1), (1, 2), (2, 3), (3, 4)]",374.8690076907846,2859,"{'cpu': [16, 7, 12, 25, 29], 'ram': [25, 20, 17, 15, 21], 'rom': [5, 24, 21, 22, 26]}","{'bw': [15, 7, 3, 8]}"
853,853,5,"[(0, 1), (1, 2), (2, 3), (3, 4)]",1015.1317523501484,2861,"{'cpu': [26, 6, 4, 26, 7], 'ram': [28, 9, 9, 27, 26], 'rom': [4, 13, 5, 18, 22]}","{'bw': [26, 18, 29, 25]}"
854,854,3,"[(0, 1), (1, 2)]",120.0702137078838,2855,"{'cpu': [5, 13, 15], 'ram': [11, 27, 25], 'rom': [7, 26, 23]}","{'bw': [12, 24]}"
855,855,14,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11), (11, 12), (12, 13)]",352.7983793614943,2853,"{'cpu': [27, 12, 3, 4, 2, 9, 19, 23, 18, 24, 24, 2, 10, 22], 'ram': [29, 21, 7, 4, 10, 12, 2, 18, 10, 12, 27, 9, 16, 14], 'rom': [13, 2, 9, 24, 20, 18, 9, 17, 19, 8, 9, 29, 13, 21]}","{'bw': [14, 15, 22, 19, 13, 21, 5, 23, 29, 7, 10, 5, 17]}"
856,856,7,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6)]",1239.3443030827711,2849,"{'cpu': [20, 20, 17, 18, 22, 7, 4], 'ram': [24, 2, 18, 23, 10, 25, 16], 'rom': [21, 13, 27, 26, 28, 3, 20]}","{'bw': [8, 8, 21, 25, 10, 3]}"
857,857,7,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6)]",604.0852837263967,2847,"{'cpu': [23, 18, 15, 11, 7, 29, 25], 'ram': [21, 21, 5, 4, 20, 13, 3], 'rom': [29, 26, 13, 5, 8, 12, 18]}","{'bw': [16, 2, 24, 13, 9, 17]}"
858,858,11,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10)]",662.4681876576838,2863,"{'cpu': [10, 19, 6, 18, 16, 28, 12, 19, 21, 25, 12], 'ram': [4, 8, 23, 16, 20, 4, 8, 3, 3, 28, 11], 'rom': [7, 8, 3, 4, 16, 17, 15, 7, 25, 14, 10]}","{'bw': [29, 14, 2, 17, 19, 12, 4, 10, 27, 6]}"
859,859,6,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5)]",226.96749737304197,2850,"{'cpu': [7, 3, 24, 22, 14, 24], 'ram': [4, 10, 7, 15, 3, 12], 'rom': [3, 13, 26, 14, 18, 10]}","{'bw': [29, 20, 22, 18, 14]}"
860,860,10,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9)]",296.30208320988777,2845,"{'cpu': [14, 5, 8, 23, 14, 3, 17, 14, 23, 10], 'ram': [17, 25, 8, 14, 5, 3, 14, 5, 10, 25], 'rom': [12, 21, 11, 10, 3, 24, 27, 18, 17, 28]}","{'bw': [27, 8, 29, 26, 29, 20, 16, 27, 18]}"
861,861,14,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11), (11, 12), (12, 13)]",7.482572011339033,2848,"{'cpu': [20, 16, 4, 19, 15, 12, 26, 25, 12, 2, 10, 26, 15, 28], 'ram': [18, 24, 12, 25, 8, 20, 7, 22, 12, 12, 16, 13, 11, 22], 'rom': [15, 5, 13, 18, 6, 5, 13, 21, 16, 29, 11, 10, 9, 20]}","{'bw': [23, 20, 29, 23, 13, 7, 27, 18, 27, 4, 19, 11, 9]}"
862,862,9,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8)]",2224.4367966350205,2854,"{'cpu': [18, 13, 15, 25, 28, 3, 24, 27, 25], 'ram': [3, 20, 2, 27, 24, 16, 11, 13, 5], 'rom': [17, 8, 20, 27, 9, 26, 5, 18, 5]}","{'bw': [8, 10, 17, 11, 28, 19, 8, 12]}"
863,863,14,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11), (11, 12), (12, 13)]",910.7006613015911,2840,"{'cpu': [7, 16, 26, 15, 9, 13, 26, 22, 2, 28, 26, 3, 15, 20], 'ram': [25, 28, 25, 6, 12, 23, 5, 7, 29, 15, 2, 18, 29, 18], 'rom': [13, 16, 13, 27, 19, 4, 19, 29, 14, 26, 4, 10, 22, 26]}","{'bw': [24, 2, 22, 20, 19, 8, 3, 9, 10, 18, 13, 27, 19]}"
864,864,8,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7)]",211.7504933482357,2842,"{'cpu': [15, 9, 25, 13, 25, 5, 11, 7], 'ram': [26, 17, 21, 18, 17, 12, 25, 20], 'rom': [27, 14, 22, 17, 5, 28, 7, 24]}","{'bw': [13, 15, 25, 13, 22, 22, 23]}"
865,865,11,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10)]",532.1494021138286,2845,"{'cpu': [12, 27, 16, 27, 2, 29, 11, 29, 15, 20, 20], 'ram': [11, 18, 4, 13, 20, 15, 15, 12, 24, 15, 29], 'rom': [13, 10, 4, 6, 22, 18, 28, 19, 7, 12, 10]}","{'bw': [21, 13, 14, 23, 4, 5, 27, 4, 25, 24]}"
866,866,13,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11), (11, 12)]",700.0471719296728,2853,"{'cpu': [17, 14, 15, 28, 2, 20, 13, 8, 10, 9, 24, 15, 19], 'ram': [8, 18, 21, 23, 2, 23, 20, 16, 16, 28, 20, 28, 13], 'rom': [28, 24, 18, 2, 26, 10, 22, 22, 24, 25, 5, 15, 18]}","{'bw': [15, 22, 24, 15, 26, 25, 14, 13, 3, 24, 18, 25]}"
867,867,8,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7)]",64.30314017841461,2847,"{'cpu': [26, 3, 7, 11, 29, 16, 23, 28], 'ram': [8, 11, 3, 14, 24, 8, 6, 4], 'rom': [11, 12, 13, 10, 14, 19, 5, 5]}","{'bw': [26, 3, 2, 19, 27, 4, 4]}"
868,868,12,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11)]",1044.7575780299828,2851,"{'cpu': [15, 15, 23, 25, 20, 20, 4, 28, 13, 4, 11, 22], 'ram': [23, 17, 28, 18, 21, 25, 11, 4, 11, 15, 18, 6], 'rom': [13, 29, 10, 27, 5, 22, 3, 18, 27, 2, 9, 23]}","{'bw': [28, 13, 8, 8, 29, 4, 29, 13, 10, 7, 12]}"
869,869,3,"[(0, 1), (1, 2)]",184.1953911387058,2842,"{'cpu': [19, 22, 15], 'ram': [18, 8, 16], 'rom': [4, 16, 8]}","{'bw': [12, 4]}"
870,870,12,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11)]",548.2004930920353,2945,"{'cpu': [20, 22, 28, 25, 6, 19, 26, 27, 23, 8, 12, 20], 'ram': [28, 26, 8, 29, 10, 9, 9, 6, 17, 8, 11, 16], 'rom': [15, 5, 10, 7, 4, 22, 24, 8, 17, 9, 3, 8]}","{'bw': [15, 9, 21, 29, 4, 16, 21, 6, 14, 2, 27]}"
871,871,7,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6)]",1.2811748083145242,2963,"{'cpu': [12, 19, 28, 26, 28, 14, 24], 'ram': [29, 28, 13, 14, 11, 3, 9], 'rom': [9, 3, 23, 8, 10, 4, 28]}","{'bw': [19, 7, 10, 20, 23, 21]}"
872,872,13,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11), (11, 12)]",481.8443231780987,2961,"{'cpu': [29, 5, 20, 21, 27, 5, 3, 11, 7, 2, 4, 20, 13], 'ram': [25, 16, 17, 13, 16, 18, 18, 19, 6, 23, 5, 3, 9], 'rom': [4, 21, 19, 25, 12, 29, 16, 20, 29, 20, 24, 26, 22]}","{'bw': [26, 15, 12, 27, 28, 17, 26, 11, 23, 18, 9, 4]}"
873,873,3,"[(0, 1), (1, 2)]",286.41360381424295,2946,"{'cpu': [20, 10, 5], 'ram': [21, 26, 7], 'rom': [29, 24, 21]}","{'bw': [22, 17]}"
874,874,8,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7)]",748.8248254867686,2955,"{'cpu': [3, 8, 27, 4, 7, 14, 10, 13], 'ram': [5, 10, 11, 25, 5, 3, 15, 7], 'rom': [28, 19, 21, 15, 19, 5, 6, 28]}","{'bw': [20, 7, 24, 19, 21, 5, 5]}"
875,875,3,"[(0, 1), (1, 2)]",329.4448069668395,2948,"{'cpu': [23, 9, 8], 'ram': [17, 14, 22], 'rom': [13, 6, 20]}","{'bw': [5, 11]}"
876,876,4,"[(0, 1), (1, 2), (2, 3)]",1044.7278738060004,2953,"{'cpu': [28, 16, 8, 10], 'ram': [3, 15, 15, 22], 'rom': [9, 9, 17, 25]}","{'bw': [11, 24, 15]}"
877,877,6,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5)]",445.62622247425156,2940,"{'cpu': [2, 9, 10, 23, 14, 5], 'ram': [20, 7, 16, 4, 19, 15], 'rom': [26, 16, 20, 27, 24, 15]}","{'bw': [20, 13, 15, 2, 24]}"
878,878,7,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6)]",254.4704796286104,2951,"{'cpu': [28, 29, 18, 17, 27, 27, 11], 'ram': [21, 7, 5, 12, 22, 16, 24], 'rom': [17, 14, 20, 5, 11, 12, 19]}","{'bw': [2, 15, 27, 7, 7, 9]}"
879,879,2,"[(0, 1)]",238.1415317083629,2946,"{'cpu': [11, 5], 'ram': [26, 5], 'rom': [14, 11]}",{'bw': [28]}
880,880,12,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11)]",481.77290084979103,2952,"{'cpu': [8, 5, 20, 16, 18, 2, 29, 4, 26, 18, 27, 12], 'ram': [4, 21, 24, 27, 25, 24, 23, 19, 18, 27, 25, 16], 'rom': [7, 8, 12, 20, 10, 22, 21, 19, 20, 16, 5, 2]}","{'bw': [26, 21, 14, 28, 13, 28, 23, 11, 5, 26, 28]}"
881,881,6,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5)]",162.7899291751694,2948,"{'cpu': [16, 18, 28, 21, 27, 19], 'ram': [27, 23, 8, 28, 12, 29], 'rom': [26, 27, 5, 26, 4, 4]}","{'bw': [12, 14, 15, 23, 23]}"
882,882,8,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7)]",123.34295435580258,2955,"{'cpu': [22, 15, 6, 22, 28, 24, 15, 19], 'ram': [21, 7, 5, 27, 20, 8, 11, 3], 'rom': [21, 12, 25, 7, 21, 14, 9, 8]}","{'bw': [17, 26, 29, 29, 24, 13, 28]}"
883,883,9,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8)]",211.3648506434413,2945,"{'cpu': [16, 28, 13, 6, 7, 9, 8, 23, 27], 'ram': [28, 5, 26, 13, 5, 4, 20, 8, 13], 'rom': [19, 4, 10, 8, 20, 28, 23, 2, 9]}","{'bw': [15, 21, 26, 22, 29, 22, 14, 18]}"
884,884,12,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11)]",94.07529908666575,2956,"{'cpu': [6, 14, 17, 21, 4, 19, 26, 20, 7, 22, 6, 4], 'ram': [24, 27, 12, 4, 19, 20, 19, 6, 14, 14, 2, 14], 'rom': [20, 18, 17, 14, 18, 25, 24, 23, 19, 6, 20, 28]}","{'bw': [29, 25, 2, 26, 12, 8, 9, 29, 21, 25, 20]}"
885,885,3,"[(0, 1), (1, 2)]",566.4100600050195,2949,"{'cpu': [7, 11, 28], 'ram': [15, 24, 27], 'rom': [7, 24, 20]}","{'bw': [5, 6]}"
886,886,12,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11)]",876.1216043094014,2963,"{'cpu': [4, 17, 9, 12, 26, 15, 14, 10, 7, 20, 13, 2], 'ram': [23, 27, 3, 29, 9, 2, 28, 29, 8, 24, 4, 12], 'rom': [13, 27, 26, 18, 23, 13, 23, 21, 5, 7, 29, 26]}","{'bw': [19, 15, 21, 14, 14, 7, 7, 29, 14, 19, 17]}"
887,887,8,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7)]",637.0311862157839,2951,"{'cpu': [10, 27, 6, 3, 12, 5, 14, 22], 'ram': [10, 18, 6, 8, 22, 17, 29, 12], 'rom': [24, 18, 27, 20, 2, 29, 27, 29]}","{'bw': [17, 28, 17, 16, 14, 6, 14]}"
888,888,14,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11), (11, 12), (12, 13)]",252.61114973835942,2953,"{'cpu': [15, 25, 4, 25, 22, 28, 17, 23, 28, 29, 26, 23, 29, 10], 'ram': [28, 10, 23, 29, 20, 21, 11, 27, 24, 7, 4, 6, 8, 27], 'rom': [24, 10, 9, 12, 4, 9, 2, 22, 25, 27, 6, 5, 8, 5]}","{'bw': [27, 5, 29, 22, 15, 5, 29, 11, 5, 9, 2, 13, 2]}"
889,889,10,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9)]",494.1133649901662,2957,"{'cpu': [10, 5, 8, 6, 28, 16, 5, 6, 29, 3], 'ram': [4, 13, 17, 23, 20, 24, 13, 10, 5, 6], 'rom': [8, 21, 15, 3, 20, 13, 11, 17, 20, 20]}","{'bw': [21, 4, 6, 14, 6, 29, 22, 9, 23]}"
890,890,9,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8)]",1457.3143230901687,2957,"{'cpu': [12, 19, 7, 19, 28, 3, 13, 6, 8], 'ram': [29, 22, 21, 6, 8, 9, 2, 23, 27], 'rom': [4, 19, 7, 12, 4, 12, 3, 3, 13]}","{'bw': [3, 7, 19, 18, 6, 28, 14, 12]}"
891,891,4,"[(0, 1), (1, 2), (2, 3)]",229.83211427940884,2942,"{'cpu': [13, 16, 5, 21], 'ram': [29, 23, 18, 23], 'rom': [14, 8, 26, 25]}","{'bw': [29, 22, 5]}"
892,892,10,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9)]",107.7939324945906,2948,"{'cpu': [12, 3, 11, 8, 29, 3, 16, 5, 6, 16], 'ram': [8, 4, 20, 18, 10, 6, 21, 28, 11, 14], 'rom': [7, 13, 24, 19, 10, 3, 28, 19, 9, 26]}","{'bw': [14, 11, 22, 10, 11, 3, 7, 5, 9]}"
893,893,10,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9)]",65.52288883215618,2955,"{'cpu': [10, 22, 6, 6, 29, 15, 23, 26, 12, 23], 'ram': [17, 12, 22, 19, 3, 19, 29, 23, 27, 20], 'rom': [24, 2, 7, 12, 2, 14, 4, 4, 23, 20]}","{'bw': [18, 26, 16, 27, 5, 22, 21, 2, 28]}"
894,894,11,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10)]",143.07065813051318,2958,"{'cpu': [27, 15, 27, 13, 17, 12, 23, 5, 8, 7, 5], 'ram': [14, 27, 21, 17, 13, 7, 13, 29, 28, 7, 8], 'rom': [22, 20, 22, 20, 13, 3, 19, 25, 21, 27, 21]}","{'bw': [29, 6, 25, 25, 16, 3, 11, 13, 10, 3]}"
895,895,8,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7)]",990.7300751895019,2956,"{'cpu': [7, 15, 10, 5, 29, 23, 29, 26], 'ram': [8, 5, 24, 25, 4, 22, 2, 5], 'rom': [17, 14, 4, 5, 13, 26, 7, 22]}","{'bw': [27, 20, 6, 22, 17, 25, 2]}"
896,896,14,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11), (11, 12), (12, 13)]",328.3505810028477,2939,"{'cpu': [28, 23, 23, 10, 11, 10, 9, 13, 15, 24, 10, 16, 10, 10], 'ram': [22, 2, 7, 13, 14, 3, 4, 8, 4, 3, 9, 16, 15, 17], 'rom': [19, 8, 19, 3, 14, 11, 20, 13, 4, 6, 13, 21, 14, 20]}","{'bw': [26, 8, 7, 17, 17, 2, 4, 10, 23, 17, 28, 19, 12]}"
